LP_addr,balance
0x000afce0e19523ca2566b142bd12968fe1e44fe8,474.09701469748813
0x001b71fad769b3cd47fd4c9849c704fdfabf6096,7702.194444444439
0x002570980aa53893c6981765698b6ebab8ae7ea1,121444.35090277783
0x006d559fc29090589d02fb71d4142aa58b030013,65.53496480213086
0x009ec7d76febecabd5c73cb13f6d0fb83e45d450,10836.770852359201
0x034e1f7a66b582b68e511b325ed0ccb71bb4bc12,7465.034992056704
0x054efb6d55466ba2ffb4133f39ae67985a314bed,7424.425364393081
0x05a79e69c0dcb9335cbfa5b579635cbbd60f70ba,7502.512841466891
0x05c01104bd6c4c099fe4d13b0faf0a8c94f11082,12570.20605136986
0x06a2006ca85813e652506b865e590f44eae3928a,1438.846922564689
0x0705adac1869aa2648ddcf00da24b0ab6b76ede1,3769.4819262271653
0x0a8162d91d6bf4530950e539068c75f7ddf972bc,519.2420271118718
0x0b5665d637f45d6fff6c4afd4ea4191904ef38bb,3346.921137747335
0x0be1b7f1a2eacde1cf5b48a4a1034c70dac06a70,448.96422626522065
0x0c16b6d59a9d242f9cf6ca1999e372dd89a098a2,430.58252473363746
0x0cf776d57e0223f47ed3a101927bb78d41ad8a13,15655.672982638898
0x0daefc5251f8f7f5a5dc987e8a6c96d9deb84559,1392.432505707764
0x0ed8486119b992258a3754decaa36bf8bed543e8,5808.165911672371
0x0f1107f97af6ae6eb37a9d35060aaa21cdaa109f,14513.532391552504
0x1215fed867ad6eb5f078fc8b477a1a32eb59d75d,6180.845257229836
0x126bc064dbd1d0205fc608c3178a60c9706b482c,464.48996385083694
0x1280cfea89a214b490c202fa22688813df8d8c04,11723.467227929976
0x15558eb2aeb93ed561515a47441bf49250933ba9,481387.1527777774
0x1891c8d948bc041b5e7c1a35185cc593a33b4a6c,4913.03728125
0x1a9a6198c28d4dd5b9ab58e84677520ec741cb29,193.12038517884332
0x1ddb98275a09552b5be11e8e3118684ed6a809fc,1529.6249524353127
0x1e2394b6b88f9329127d98347f6e696e4af33e13,44.544753519786866
0x1fac06467b7d9c3a9361f42ab7bd09e6a5719ec7,79038.55463256271
0x2017ade0a289de891ca7e733513b264cfec2c8ce,710.6327714992393
0x207372a1df51a428d1b7e8aa2c81f0225d0a94b3,2826.204416856926
0x25faf04c86f59e4e5f640a1a84432bedb3bed6b7,6675.942548706249
0x26e4674c09cbbf0b367aae65d8d08b112e307a53,469410.0946537293
0x2733e77ac2b145b58b6e46074c01667e8953fab9,3944.786309883939
0x27e0248df21df28c714f62153637038db47f40c5,241.78365591704699
0x289aec31ce6b91f8d52509607ff2740816f346c0,3552.111494863017
0x28f39db34bd36ba5dc9009015f67a57f90748422,10147.861848173503
0x2a1458f2c22d011547a0e4ba47491d51cdf7cc49,4305.82524733638
0x2a3be5b2447b36bb8c268f5dace810a535eb1e77,65642.0377026256
0x2abaead300d4447bfabffea79a8abdc174a01b1b,5776.645833333335
0x2c66c1585c0013c46cac68145882d3e4da1540f8,3517.0401683789964
0x2cf0a4b23a0015b161aa072292852b52f55eb95a,772.2007322108068
0x2e434c18ae93ee2da937222ea5444692ed265ac0,1451353.2391552497
0x31de8032504db7adbd94216ea583a1cd600b05d4,11385.768937500005
0x324da9b366d482cc907f813a94f80ef85fbc599e,483.4757884798321
0x33084a3c11a4cf3067e37bd4a6a39eeca1e65e61,93.78773782343983
0x339d63bfedc56d60afd3bb8c6ba1442a8c7adf50,2452.215732734021
0x33b85a77025cd4ba00b4b8ad937f4c222496671b,30751.151098744263
0x345fa4f148bfdca72ad3590f7986c537e8067ea3,92.5905683028919
0x36ff1c5f972f352fb011d1e630ab6c1e7767d0f1,1683.0663925989354
0x375bb5678079e8cd1ac192fbf375633913a136c7,1055.2006388888894
0x37b17ea87e8d0fa98f3db8a0eb844b0aa024a089,541.8385426179602
0x3e0ac30da7f58a3c7e015bfd4595b7fc21ce08e0,486181.67332572246
0x409013faa477e7d6afb3a17673c8dd6b89c515ef,288.683070776256
0x4112111874dd89d82d50b25d947de2fe937aa80d,4520.706605450917
0x41bd20fba427b5ac75fd6afad037618ba9c8cd93,640.2635752473362
0x431509e744848d6821f95976e773ef375397c3fe,145.839932315449
0x45bb1b43d178628a436d447e08e3cc044c737534,21627.76199999999
0x4602f9ed469c6bbdabd7c3708ea01f9d1739941d,17894.123243055543
0x473ec14ecdd8db873bbf694c4cb2924e5cc9d2b4,354.7349399733635
0x48a25d299e4e3185e67c1d37f36515a367cfd7d4,13368.81308775686
0x4ab8e275379d57520f09af5b55e650911d3ab81e,43937.21018179226
0x4ac8e3fd41c06499fc63427ec3ae9d86d46d9d71,1925.5486111111097
0x4d26f0e78c154f8fda7acf6646246fa135507017,21717.30001041666
0x4e779926cf83b9d2d6f206b1a77fe52b3a391b45,4116.1394508181165
0x4f20e69e7ba5ab2fb2ae25a1d17c93fe5307faa9,6265.946275684927
0x4fc81ece15553db00794be57fa75916468bcd637,9091.276690068486
0x504ec475d27abca384a384b4bf7377ff2be601da,13133.204302083343
