chainID,basetoken_addr,nft_addr,vol_amt
137,0xpolygon,0xa573427be7f6c0bceb19320f3fb6a2b3368d30f0,0.031148086906618955
137,0xpolygon,0x4c7a61e015a7c1d2c7d073e18bdd7f46f5e61056,0.1617552320066273
137,0xpolygon,0xb613607b294f9f67936eecf02f3a0e4726b255ea,0.07915047840052014
137,0xpolygon,0xfa98eee5d29101847d7df1d3c0ced2da231c7d23,0.21075044049390174
137,0xpolygon,0xc2539b5230b64a9590c79e5210705669f48fcdab,0.04027262576748393
137,0xpolygon,0x784a908e5f34e3ba1b5d043e85302a9f59d3c38b,0.040185228967520734
137,0xpolygon,0x60062f0bd76689301070b9761c7cb1188911827e,0.07220679331683158
137,0xpolygon,0xe83aa27e02dd1c40f8b983efe5f119a82b83a269,0.08479743151207791
137,0xpolygon,0x9723488dc1524849a82917a61a38bbe24a8219c1,0.024447175900293
137,0xpolygon,0x094eca06afd55bcfaae9234ce4a8af6cfe5fd907,0.021806929453418073
137,0xpolygon,0x8aac497a2968a373f2f6b0363311f9b9fe7251fa,0.07908604958209364
137,0xpolygon,0xd157319ebdcefd8e480e00791d351e60aa5c7a19,0.026530465741030535
137,0xpolygon,0x8364218ea03ad9b44607ab135f5a3e7fa0965f36,0.08558508230624352
137,0xpolygon,0xae95d2d70ec1e2378b09f91d038a23b0d0e5db71,0.03878777006165216
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xe83aa27e02dd1c40f8b983efe5f119a82b83a269,30000.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x8aac497a2968a373f2f6b0363311f9b9fe7251fa,30000.0
