chainID,nft_addr,LP_addr,percent
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x000afce0e19523ca2566b142bd12968fe1e44fe8,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x001b71fad769b3cd47fd4c9849c704fdfabf6096,0.1
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x034e1f7a66b582b68e511b325ed0ccb71bb4bc12,0.2
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x1891c8d948bc041b5e7c1a35185cc593a33b4a6c,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x2017ade0a289de891ca7e733513b264cfec2c8ce,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x2196b9fe1117df9324108d82dffc849492c23c14,0.01
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x28f39db34bd36ba5dc9009015f67a57f90748422,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x2c66c1585c0013c46cac68145882d3e4da1540f8,0.3
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x31de8032504db7adbd94216ea583a1cd600b05d4,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x32cdbf7100ff5afe5952bd14e75f8f915e7b6ce4,0.25
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x339d63bfedc56d60afd3bb8c6ba1442a8c7adf50,0.1
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x4602f9ed469c6bbdabd7c3708ea01f9d1739941d,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x4ac8e3fd41c06499fc63427ec3ae9d86d46d9d71,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x4e779926cf83b9d2d6f206b1a77fe52b3a391b45,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x4f20e69e7ba5ab2fb2ae25a1d17c93fe5307faa9,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x5b520e99129194105c465230d3cb6c9e4b172147,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x663052ad99b85a8c35040c4fd1cc87620f4b61f1,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x847b4092a678263ed08d0eeb98e9b0844d6df3fd,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x916166aa5e24015e354c21a4ffd18f1ccc563fe8,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x938faba539b06c7af959fef188f1e1d4b4b37d1f,0.5
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x9c3fe0de3557bb91daa1863a60444e3749672d9b,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0x9e7f35249a3202d2821c3ebc961592bdb13112b7,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xa52a459738892e1a712f4837410520d522e5c624,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xa8f15de9eb76b7fb8aa0360a9d63728380951d12,0.1
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xac1ef6882e050de9b97071e0cb4fa6f734a3b139,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xb1e24789311f14b6270b2b4ed11a768bf9b547ff,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xc4c1a4cf7abdd8448fcb751f2cef65962e49d193,0.1
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xcfd1d657f820404fedb594e5b0981a1b03dd6bef,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xd1fba4e426b85dc4256a991af3c7808e69689e3b,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xd450599dd392fe878b959c41a2579832850b2301,0.1
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xd4ceeea4c2c193f6e482512025bbb64e4ecbc1ef,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xe9550bd565f193ffe1fcd0ba586ff33769d7cf01,0.5
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xeddd6da80fea5c7b848f50ee9d2e9fa4a212b88b,0.0
1,0x248f9d0a3fd35183e5ee9e762defa5d07fff3705,0xf128f48aa68012e2010a1731c068c9af933f6832,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0x034e1f7a66b582b68e511b325ed0ccb71bb4bc12,0.2
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0x0be1b7f1a2eacde1cf5b48a4a1034c70dac06a70,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0x28f39db34bd36ba5dc9009015f67a57f90748422,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0x5b520e99129194105c465230d3cb6c9e4b172147,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0x7a6dc5d52e587a5618c11bb2e4816a8f2ae4ac4f,0.3
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0x8eac3cf74fe6dc46a8ed9bf07a15f67dfbeefdc9,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0x9c3fe0de3557bb91daa1863a60444e3749672d9b,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0xab52e0195b52c651c5625a1dd6496cabf4cda641,0.05
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0xac1ef6882e050de9b97071e0cb4fa6f734a3b139,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0xc3fa54ee9eb7e4e5c746088b86df940b9352bfd6,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0xd241b1f1d148a4883891a6f8105dc15569122138,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0xd4ceeea4c2c193f6e482512025bbb64e4ecbc1ef,0.0
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0xd905c3046d2a9033ff3c6d29870d3ab5f760133c,0.2
1,0x7400078c5d4fd7704afca45a928d9fc97cbea744,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0x0a8162d91d6bf4530950e539068c75f7ddf972bc,0.7
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0x32cdbf7100ff5afe5952bd14e75f8f915e7b6ce4,0.25
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0x33311d0ac7fc6d76f9858f708a2a1261d98c3303,0.1
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0x38c63cf2ea1341327a668809be68827073aa72ac,0.5
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0x48a25d299e4e3185e67c1d37f36515a367cfd7d4,0.2
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0x8686a47d83984f77162081149e30d104c750ae14,0.0
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0xab52e0195b52c651c5625a1dd6496cabf4cda641,0.05
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0xbe45fb24bd0f1f348cd21fd8cf3d1e94afc9ee58,0.25
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0xc4c1a4cf7abdd8448fcb751f2cef65962e49d193,0.0
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0xe7d6af20bc878ca06258d0cc54fb9407db06e337,0.2
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0xf52af95978b51a48f65d9e899333903f000b4a8b,0.2
1,0x3a1dec08e0367d8eccba714df23949c105b7d06b,0xc3831c1c63dc1db31d30ab90c1768697bfdf87f7,0.2159
1,0x02e32c761e57ea651174483c06a509657c3c342d,0x0d04e73d950ff53e586da588c43bb3ac5ae53872,0.6
1,0x02e32c761e57ea651174483c06a509657c3c342d,0x2017ade0a289de891ca7e733513b264cfec2c8ce,0.4
1,0x02e32c761e57ea651174483c06a509657c3c342d,0x38c63cf2ea1341327a668809be68827073aa72ac,0.25
1,0x02e32c761e57ea651174483c06a509657c3c342d,0x9c3fe0de3557bb91daa1863a60444e3749672d9b,0.2
1,0x02e32c761e57ea651174483c06a509657c3c342d,0xab52e0195b52c651c5625a1dd6496cabf4cda641,0.1
1,0x02e32c761e57ea651174483c06a509657c3c342d,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0x02e32c761e57ea651174483c06a509657c3c342d,0xd8a7b5f1bf69b66a1ba464af5c6adba17c120eec,0.1
1,0x02e32c761e57ea651174483c06a509657c3c342d,0xda7f8df9c6bae04fbe2b3ef3d546b0a00d56538a,0.0
1,0x02e32c761e57ea651174483c06a509657c3c342d,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0x02e32c761e57ea651174483c06a509657c3c342d,0x47ecf8ea9604716d2be18819500ed2867a5426c0,0.498
1,0x02e32c761e57ea651174483c06a509657c3c342d,0xc3831c1c63dc1db31d30ab90c1768697bfdf87f7,0.20955
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0x2017ade0a289de891ca7e733513b264cfec2c8ce,0.0
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0x32cdbf7100ff5afe5952bd14e75f8f915e7b6ce4,0.25
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0x33311d0ac7fc6d76f9858f708a2a1261d98c3303,0.1
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0x38c63cf2ea1341327a668809be68827073aa72ac,0.1
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0x4112111874dd89d82d50b25d947de2fe937aa80d,0.3
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0x8686a47d83984f77162081149e30d104c750ae14,0.0
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0xab52e0195b52c651c5625a1dd6496cabf4cda641,0.05
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0xbe45fb24bd0f1f348cd21fd8cf3d1e94afc9ee58,0.25
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0xc4c1a4cf7abdd8448fcb751f2cef65962e49d193,0.0
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0xda7f8df9c6bae04fbe2b3ef3d546b0a00d56538a,0.0
1,0x1c0f5e7625f97ecce6de266bf0503973dff917d1,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0x1c161d721e6d99f58d47f709cdc77025056c544c,0x2017ade0a289de891ca7e733513b264cfec2c8ce,0.0
1,0x1c161d721e6d99f58d47f709cdc77025056c544c,0xaadf67fb2121a1e1a09ab6674a09bcfd5f09a14e,0.085
1,0x1c161d721e6d99f58d47f709cdc77025056c544c,0xab52e0195b52c651c5625a1dd6496cabf4cda641,0.05
1,0x1c161d721e6d99f58d47f709cdc77025056c544c,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0x1c161d721e6d99f58d47f709cdc77025056c544c,0xd8a7b5f1bf69b66a1ba464af5c6adba17c120eec,0.1
1,0x1c161d721e6d99f58d47f709cdc77025056c544c,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0x1e06501660623aa973474e3c59efb8ba542cb083,0x2017ade0a289de891ca7e733513b264cfec2c8ce,0.0
1,0x1e06501660623aa973474e3c59efb8ba542cb083,0xc4c1a4cf7abdd8448fcb751f2cef65962e49d193,0.0
1,0x1e06501660623aa973474e3c59efb8ba542cb083,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0x1e06501660623aa973474e3c59efb8ba542cb083,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0x6d45a5b38a122a6dbc042601236d6ecc5c8e343e,0x2196b9fe1117df9324108d82dffc849492c23c14,0.01
1,0x6d45a5b38a122a6dbc042601236d6ecc5c8e343e,0x4112111874dd89d82d50b25d947de2fe937aa80d,0.3
1,0x6d45a5b38a122a6dbc042601236d6ecc5c8e343e,0x431509e744848d6821f95976e773ef375397c3fe,0.3
1,0x6d45a5b38a122a6dbc042601236d6ecc5c8e343e,0xb69ea41b65ae23b5b34eab51f47b8ef508a73cd3,0.25
1,0x6d45a5b38a122a6dbc042601236d6ecc5c8e343e,0xc4c1a4cf7abdd8448fcb751f2cef65962e49d193,0.0
1,0x6d45a5b38a122a6dbc042601236d6ecc5c8e343e,0xd905c3046d2a9033ff3c6d29870d3ab5f760133c,0.4
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0x2196b9fe1117df9324108d82dffc849492c23c14,0.01
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0x32cdbf7100ff5afe5952bd14e75f8f915e7b6ce4,0.25
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0x663052ad99b85a8c35040c4fd1cc87620f4b61f1,0.0
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0x847b4092a678263ed08d0eeb98e9b0844d6df3fd,0.0
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0xc4c1a4cf7abdd8448fcb751f2cef65962e49d193,0.1
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0xd905c3046d2a9033ff3c6d29870d3ab5f760133c,0.4
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0xa331155197f70e5e1ea0cc2a1f9ddb1d49a9c1de,0xeddd6da80fea5c7b848f50ee9d2e9fa4a212b88b,0.0
1,0x4c04433bb1760a66be7713884bb6370e9c567cef,0x38c63cf2ea1341327a668809be68827073aa72ac,0.05
1,0xf8d238a05b92fef2b07dfbab030f3c0b28be15f6,0xa79087d781ed6fac73cd3369f725f9711c16f1c9,0.1
1,0xf8d238a05b92fef2b07dfbab030f3c0b28be15f6,0xab52e0195b52c651c5625a1dd6496cabf4cda641,0.05
1,0xf8d238a05b92fef2b07dfbab030f3c0b28be15f6,0xc4c1a4cf7abdd8448fcb751f2cef65962e49d193,0.0
1,0xf8d238a05b92fef2b07dfbab030f3c0b28be15f6,0xd13294fa603d9243fb9aeff338a5639ee1bd6599,0.0
1,0xf8d238a05b92fef2b07dfbab030f3c0b28be15f6,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.0
1,0x2fbe924f6c92825929dc7785fe05d15e35f2612b,0xab52e0195b52c651c5625a1dd6496cabf4cda641,0.05
1,0x575776d5d90c4adb146cfb4f9f01d6b4d05176b4,0x47ecf8ea9604716d2be18819500ed2867a5426c0,0.332
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x663052ad99b85a8c35040c4fd1cc87620f4b61f1,0.36
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x8978be1b2082d10ea95533d2897ddab53afb97e9,0.36
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xcf8a4b99640defaf99acae9d770dec9dff37927d,0.36
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x89df4da80b46ab143c5aee3ab8fa4176a1822251,0.35
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x916166aa5e24015e354c21a4ffd18f1ccc563fe8,0.34
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xb1e24789311f14b6270b2b4ed11a768bf9b547ff,0.34
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xe3a95077191f4a877b1fdd53866eea3a49d249d1,0.175
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xd4ceeea4c2c193f6e482512025bbb64e4ecbc1ef,0.33
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x03d4682823c33995184a6a85a97f4ca1715c9d5c,0.325
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x0e0bab764f38d63abf08680a50b33718c98b90e6,0.32
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x847b4092a678263ed08d0eeb98e9b0844d6df3fd,0.28
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xdd9743f6723fc1467d1ea48ba6bdb9a685b83c0b,0.255
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x8e0d1207e312a1761319825882209f0c737f24fc,0.188
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x631a3d099cb3f1b82d7752db872d1b195b9cc1ad,0.225
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xbd0fda31473461b21cb7d723e70b3b5c1c9cb251,0.22
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xcd2e9293bf8887bfb61c30740b728f3ad734c3f5,0.22
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x387632b035de498c2d9a9b944063244a820c094c,0.21
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x44091f0b9619cf836e0f03a49f8c959e2993bd20,0.06
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x80d221b17bdc13c910d54ea85909269bae2ae08f,0.19
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x1e2394b6b88f9329127d98347f6e696e4af33e13,0.175
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x52ed9a39a7819712aac501f21e37e62956d77f7b,0.17
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x5a1870d746c45a8c66db40a6faf3dbfdd0378ebb,0.15
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xaadf67fb2121a1e1a09ab6674a09bcfd5f09a14e,0.03
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xc3fa54ee9eb7e4e5c746088b86df940b9352bfd6,0.0435
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x15a919e499d88a71e94d34ab76986799f69b4ff2,0.07
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x4ac8e3fd41c06499fc63427ec3ae9d86d46d9d71,0.13
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x66de7757e105b1c7602289e37eaf9c8c311f4366,0.096
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xd1c9ff4da178024dbea13d3a23cb1988a2b96058,0.036
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xce74a5886ea7a8a675d8fb5fc11a697a23fe1dc8,0.095
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0x5b520e99129194105c465230d3cb6c9e4b172147,0.081
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xac1ef6882e050de9b97071e0cb4fa6f734a3b139,0.09
1,0x8e1517057a2b30f29e0713c52ca5d957c887da74,0xb62e762af637b49eb4870bce8fe21bfff189e495,0.0225
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x000afce0e19523ca2566b142bd12968fe1e44fe8,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x02ae6dfaffc2c1f410fcad1f36885f6cc8b677d5,0.4
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x03d4682823c33995184a6a85a97f4ca1715c9d5c,0.675
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x054efb6d55466ba2ffb4133f39ae67985a314bed,0.5
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x0848db7cb495e7b9ada1d4dc972b9a526d014d84,0.5
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x0b5665d637f45d6fff6c4afd4ea4191904ef38bb,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x0e0bab764f38d63abf08680a50b33718c98b90e6,0.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x11300251b903ba70f51262f3e49aa7c22f81e1b2,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x1215fed867ad6eb5f078fc8b477a1a32eb59d75d,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x149756907221491eca8c5816a6b5d6b60fcd7d60,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x15a919e499d88a71e94d34ab76986799f69b4ff2,0.43
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x15abf18f424cd2755e9d680eeeaa02bc00c1f00e,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x1758bc68a87abfede6a213666d15c028f2708b2b,0.2
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x1843c3d1dd3e2564fada8ea50bb73819c6b53047,0.95
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x1891c8d948bc041b5e7c1a35185cc593a33b4a6c,0.3
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x1bafc574581ea4b938dcfe0d0d93778303cb3fb7,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x1e2394b6b88f9329127d98347f6e696e4af33e13,0.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x2196b9fe1117df9324108d82dffc849492c23c14,0.6
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x27f476724960e15aa405ce5a0d43c272a1faea0e,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x28f39db34bd36ba5dc9009015f67a57f90748422,0.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x2b66bbd19eff51143d9c8a0fb5e1671b7cc9471f,1.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x31386e4b622ad37db10246e32932dbf03b175354,0.0
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x31de8032504db7adbd94216ea583a1cd600b05d4,0.5
137,0x59638f2858a5102b601297e76f3026bee92402f7,0x345fa4f148bfdca72ad3590f7986c537e8067ea3,1.0
