chainID,basetoken_addr,nft_addr,vol_amt
137,0xpolygon,0xe10f6940c84b1bf8477fda04335405841b66cec7,0.030565321439431394
137,0xpolygon,0xd0d5d72554cb47d2ec07e0e849c1b8fae6bb5f3a,0.17376750073520575
137,0xpolygon,0x40de175e5de5139c1e754d6fdc8b01ac23065700,0.02770115174595245
137,0xpolygon,0x66405cc1876e49ecd3f9771b030046f5f328892a,0.020568389329408118
137,0xpolygon,0x21457717da4d370ea16a8eaa3cb46ba2f9797ab4,0.10689933225926375
137,0xpolygon,0xc8bf9f20fc169c3d74f0ec3ba1cd933b8beaafaf,0.07983817822652839
137,0xpolygon,0xca63894b1c911515f1c034be3509afc008b42d83,0.023074387496499822
137,0xpolygon,0xb3d1b43b4f8ed8ed23868987e7a6fe64f886de0c,0.041898314497541736
137,0xpolygon,0x59638f2858a5102b601297e76f3026bee92402f7,0.09301945183336678
137,0xpolygon,0xfb36bfee83c3724b46d70833b740854052b225a3,0.08140947614137604
137,0xpolygon,0x12c79518e69339849ec646cdaf491c25e9c73238,0.1008472375856528
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xe10f6940c84b1bf8477fda04335405841b66cec7,232.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xd0d5d72554cb47d2ec07e0e849c1b8fae6bb5f3a,7882.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x21457717da4d370ea16a8eaa3cb46ba2f9797ab4,7631.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xc8bf9f20fc169c3d74f0ec3ba1cd933b8beaafaf,232.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xca63894b1c911515f1c034be3509afc008b42d83,221.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xb3d1b43b4f8ed8ed23868987e7a6fe64f886de0c,210.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x59638f2858a5102b601297e76f3026bee92402f7,50000.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xfb36bfee83c3724b46d70833b740854052b225a3,210.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x12c79518e69339849ec646cdaf491c25e9c73238,210.0
