chainID,basetoken_addr,nft_addr,vol_amt
137,0xpolygon,0x70ad4e92329126dd543e0d6ed3ca87260a75e075,0.019980774162094584
137,0xpolygon,0x66405cc1876e49ecd3f9771b030046f5f328892a,0.007304345739260344
137,0xpolygon,0x21457717da4d370ea16a8eaa3cb46ba2f9797ab4,0.16679664309190134
137,0xpolygon,0xe10f6940c84b1bf8477fda04335405841b66cec7,0.10532078144935145
137,0xpolygon,0x40de175e5de5139c1e754d6fdc8b01ac23065700,0.005068423495771029
137,0xpolygon,0x635a7541459b8a320a08cb2f954aa2dcf858fec8,0.04450502389718855
137,0xpolygon,0x3a2767cb8e22bbaf3a712bab5ac779f0cb118081,0.03306193442960824
137,0xpolygon,0x4b23ee226f61eecc6521697b9e5d96e4bdfb1d0c,0.052845654735710186
137,0xpolygon,0x9723488dc1524849a82917a61a38bbe24a8219c1,0.015559278895937632
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x21457717da4d370ea16a8eaa3cb46ba2f9797ab4,22.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xe10f6940c84b1bf8477fda04335405841b66cec7,24.0
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x635a7541459b8a320a08cb2f954aa2dcf858fec8,100000.0
