chainID,nft_addr,LP_addr,amt,token
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x4d26f0e78c154f8fda7acf6646246fa135507017,0.6999766917071139,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x9778ca8358ee04f469ac8da3db9fccb17dd06ff2,0.032298364107500616,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x506d48b2e55073b412f56378b58cb4025411a597,0.07831944426771315,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0xa7b50d7efdfa787ae2967c0ffd97ca9d8fa2410c,0.4820611333457178,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0xb17c025cf8b30ba8a7b46db86246d26865078737,0.011603774514780008,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x5f148fa6a7fe1f282341c8fc54b781e42b09a518,1.5974694434976207,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x0cf776d57e0223f47ed3a101927bb78d41ad8a13,0.5046026060136262,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x8978be1b2082d10ea95533d2897ddab53afb97e9,9.11479998509779,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,0.9508578003761886,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0xcf8a4b99640defaf99acae9d770dec9dff37927d,0.38453613393906544,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0xcb9ec343576e452d549bfa57d969d83886c5dabf,0.32338538890863183,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x64b0012681110fc8aa09f9e0eb29f64ec3010594,0.49008683127887037,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x663052ad99b85a8c35040c4fd1cc87620f4b61f1,10.116426357086635,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x8686a47d83984f77162081149e30d104c750ae14,0.03654725652986119,OCEAN
137,0x84e333d9090e067c671c092898f9e9a0a2832f92,0x8475b523b5fa2db7b77eb5f14edabdefc2102698,12.19439904944942,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0x4d26f0e78c154f8fda7acf6646246fa135507017,1.3803961087343324,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0x916166aa5e24015e354c21a4ffd18f1ccc563fe8,0.8524903138649131,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0x476d85ffa660a49a6ba54fdca4cebc735865e50f,0.02352534609197583,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0x506d48b2e55073b412f56378b58cb4025411a597,0.15445065155201357,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0xb4375ed044f82ebf8afdfb63534f423985c09f5b,0.37552698216633584,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0x5f148fa6a7fe1f282341c8fc54b781e42b09a518,2.8901887704789595,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0x0cf776d57e0223f47ed3a101927bb78d41ad8a13,3.2838520064558914,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,1.8751487344498359,OCEAN
137,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0xcf8a4b99640defaf99acae9d770dec9dff37927d,1.8010298763646804,OCEAN
