chainID,basetoken_addr,nft_addr,vol_amt
137,0xpolygon,0x1ed28721ba8a419ff95bd27df28838f88d7b3ae6,0.11859176014012102
137,0xpolygon,0x8aac497a2968a373f2f6b0363311f9b9fe7251fa,0.1270933402056531
137,0xpolygon,0x4bf917895a0a0c678ff7a6a035d9a6bb82999bc5,0.14950234240404678
137,0xpolygon,0xe12c6ba4bd92026bda2b044254c90a3eab80f984,0.179475524963158
137,0xpolygon,0xbbd7af6c625b63d76220507c209d45457e0e1967,0.05514424164792488
137,0xpolygon,0xf507ab2efb3f3fa4c82e63320b4334039814c12f,0.060067847565857264
137,0xpolygon,0xcc16ab9d26732bdbee979871cf5bb5aa08575053,0.062355559629520864
137,0xpolygon,0x33a3036bc6041d40af5081aa928c83e5e0267a3e,0.14146690745020388
137,0xpolygon,0x8f8b07f047fada7b1a2d5774ba66d8c6c403273c,0.057938155649219385
137,0xpolygon,0xd8dd820b0104a5585560151012ee1fcd43fcf68b,0.08959969095975906
137,0xpolygon,0x73a79865ef308e604e30b986876e74400998fbe6,0.046614414
137,0xpolygon,0x6508f3f6635a7675ae2eb5ff6da6aad7b2c45809,0.16590218171674698
137,0xpolygon,0x83e580deab9fd981546461d5b74461b1057c2276,0.07069535758152001
137,0xpolygon,0x273ff0d0d934ce654ed693c8bf76f4e6bc3ebe1a,0.054359956381025615
137,0xpolygon,0x4dc9ec7421f1c972d93ab728e4c935341ea6ea57,0.03979532114837873
137,0xpolygon,0xfee5e77b079f2953c82deca71a6e8d792338c122,0.0547378680698277
137,0xpolygon,0x69f08c5f16d639c6a947d9bd994abef5f82ac179,0.3991623579619722
137,0xpolygon,0xe8a85bec3df51e35c41813e8de8fc1441ff469f6,0.13501577168219664
137,0xpolygon,0x9723488dc1524849a82917a61a38bbe24a8219c1,0.07656597304569214
137,0xpolygon,0x7c28f579fdb12b52a3a0bf27cef63868e26e0020,0.11696402857895745
137,0xpolygon,0x874ef0d045fb50f33592b30b25d70e093469fc1e,0.09592493189867646
137,0xpolygon,0x8e519d29c4bb82f7f7722525c12293a64f35da2a,0.04409215028160688
137,0xpolygon,0x67709d26a62799e8207c305d2b25b394a5709e0f,0.2251290522661094
137,0xpolygon,0x036db6dcb29dec801063a0eacf6b16305c7317fe,0.08299302285008903
137,0xpolygon,0xb8c117e3668b1f27c2446e19fb91fc94621c466d,0.11501539983749505
137,0xpolygon,0x0a171e3e685a39f627cc9b0e4bdd936578a03411,0.03239504564724938
137,0xpolygon,0xdc99e7674f539f99c21982e377fd4b952c61b96a,0.05436777817458169
137,0xpolygon,0x08d2ef7c255834dbb7513e8b3e744d05748a7079,0.11689305545273969
137,0xpolygon,0x807f4bfab5f618d717ea1cd2058d7f24798c8b7a,0.10789335234812858
137,0xpolygon,0xd81a8bb9c204f746a798dcd4b5f5b51e193210bf,0.11394511224754547
137,0xpolygon,0x8ff17c38ae6c6c45d9cbcfc63a0afe14535a31e4,0.057543778252385464
137,0xpolygon,0xff01b2c22011490516d20cf92b2c34b226c89a5b,0.14425160126473302
137,0xpolygon,0xb798449bbe0c7853913a042242dcdee37bf54ab1,0.07002585558070476
137,0xpolygon,0x959c3cfbd6db0f8fc894bdd76c2a5fa53ee2d2f7,0.18824951066876616
137,0xpolygon,0x3943f4d09ca40006cf6e9096c698462f43128ac5,0.1843026028208263
137,0xpolygon,0x6929d9edf919da776a380a62da82a6334081f228,0.057117625109722486
137,0xpolygon,0x29090bb218b3bca9a947bff38e4c5018921f4c97,0.053950741214230574
137,0xpolygon,0x1d53a0b0839e695615a0a84b1f6a36b5b7d2a79b,0.07977074895365337
137,0xpolygon,0x652feba0f0bf7caf1b8a8fa2a6c8e310371bdd85,0.06260292350119132
137,0xpolygon,0x009921a6b08dfdf3e57d36569358fdc4db94fe53,0.061957296554599875
137,0xpolygon,0x66698c2472b6d9103ed3624be9f0ca1b2d90bc4d,0.053782942099384945
137,0xpolygon,0x5fbf7705f2a8e81637848314829c9788f03ff8c9,0.06499898915975903
