LP_addr,balance
0x000afce0e19523ca2566b142bd12968fe1e44fe8,470.42242594178117
0x001b71fad769b3cd47fd4c9849c704fdfabf6096,8613.07448344748
0x002570980aa53893c6981765698b6ebab8ae7ea1,120985.8814412101
0x006d559fc29090589d02fb71d4142aa58b030013,98.31123002283101
0x009ec7d76febecabd5c73cb13f6d0fb83e45d450,10796.063242009137
0x02ae6dfaffc2c1f410fcad1f36885f6cc8b677d5,493.68017394406365
0x034e1f7a66b582b68e511b325ed0ccb71bb4bc12,7407.175666238588
0x054efb6d55466ba2ffb4133f39ae67985a314bed,7304.181625713477
0x05a79e69c0dcb9335cbfa5b579635cbbd60f70ba,7444.95155351027
0x05c01104bd6c4c099fe4d13b0faf0a8c94f11082,43777.284288065064
0x06a2006ca85813e652506b865e590f44eae3928a,1427.5796375570783
0x0705adac1869aa2648ddcf00da24b0ab6b76ede1,3609.010345462331
0x0a8162d91d6bf4530950e539068c75f7ddf972bc,517.3011464041092
0x0b5665d637f45d6fff6c4afd4ea4191904ef38bb,3310.5750570776277
0x0be1b7f1a2eacde1cf5b48a4a1034c70dac06a70,430.8675126997719
0x0c16b6d59a9d242f9cf6ca1999e372dd89a098a2,426.9479166666668
0x0cf776d57e0223f47ed3a101927bb78d41ad8a13,15596.570620861867
0x0daefc5251f8f7f5a5dc987e8a6c96d9deb84559,1381.5286815068487
0x0e0bab764f38d63abf08680a50b33718c98b90e6,7252.419438784244
0x0ed8486119b992258a3754decaa36bf8bed543e8,5714.098620291098
0x0f1107f97af6ae6eb37a9d35060aaa21cdaa109f,14459.013270547954
0x11300251b903ba70f51262f3e49aa7c22f81e1b2,1493.0228173515984
0x1215fed867ad6eb5f078fc8b477a1a32eb59d75d,9085.00952511415
0x126bc064dbd1d0205fc608c3178a60c9706b482c,424.5092751141554
0x1280cfea89a214b490c202fa22688813df8d8c04,11632.6020262557
0x15558eb2aeb93ed561515a47441bf49250933ba9,479569.84874429187
0x15a919e499d88a71e94d34ab76986799f69b4ff2,2405.2841775114175
0x1758bc68a87abfede6a213666d15c028f2708b2b,738.1423792808225
0x1843c3d1dd3e2564fada8ea50bb73819c6b53047,3313.4394768835623
0x184f19323defce76af86bb5a63aa976cd9f256d7,766.6048212043385
0x1891c8d948bc041b5e7c1a35185cc593a33b4a6c,4894.489876284242
0x1a9a6198c28d4dd5b9ab58e84677520ec741cb29,283.4570226883565
0x1bafc574581ea4b938dcfe0d0d93778303cb3fb7,75.72325256849311
0x1c7b100cc8a2966d35ac6cc0ccaf4d5cba463b94,26173.968385844735
0x1ddb98275a09552b5be11e8e3118684ed6a809fc,1511.4519121004562
0x1e2394b6b88f9329127d98347f6e696e4af33e13,42.749257134703186
0x1f3bcd409b2b2d88259aca77115e858ea3c65e9c,906.8260805165522
0x1fac06467b7d9c3a9361f42ab7bd09e6a5719ec7,78743.11551583896
0x2017ade0a289de891ca7e733513b264cfec2c8ce,701.3136364155249
0x207372a1df51a428d1b7e8aa2c81f0225d0a94b3,2815.3732848173527
0x2196b9fe1117df9324108d82dffc849492c23c14,9831.123002283102
